exp_id,timestamp,model,target,feature_set,fold,rmsle_all,rmsle_warm,rmsle_cold,rmsle_blend,seed,lb_public,notes
ctune_seed_avg3_500,2026-08-21T19:03:54,seed_avg3_500,log1p,weather_no_external,A_mevsim,1.3438342931792258,1.0041571829984006,2.348628719994332,1.41677223154624,42,,"{'n_trees': 500, 'seeds': (45, 59, 141), 'params': None}"
ctune_seed_avg3_deep,2026-08-21T19:04:26,seed_avg3_deep,log1p,weather_no_external,A_mevsim,1.3443592470095864,1.004862750989295,2.348922865798062,1.417269606443004,42,,"{'n_trees': 600, 'seeds': (45, 59, 141), 'params': {'num_leaves': 95, 'min_child_samples': 50, 'learning_rate': 0.04}}"
ctune_baseline_400,2026-08-21T19:04:47,baseline_400,log1p,weather_no_external,B_guncel,1.159000120243732,1.015592628988999,1.6972858434948304,1.2005184445208654,42,,"{'n_trees': 400, 'seeds': (45,), 'params': None}"
ctune_trees_700,2026-08-21T19:05:07,trees_700,log1p,weather_no_external,B_guncel,1.1585574523694366,1.014990625990204,1.6972690284893976,1.2001168098445414,42,,"{'n_trees': 700, 'seeds': (45,), 'params': None}"
ctune_deep_leaves,2026-08-21T19:05:33,deep_leaves,log1p,weather_no_external,B_guncel,1.1602494304558113,1.0175135588336115,1.696675305062361,1.201592840464392,42,,"{'n_trees': 600, 'seeds': (45,), 'params': {'num_leaves': 127, 'min_child_samples': 40, 'learning_rate': 0.03}}"
ctune_seed_avg3_500,2026-08-21T19:06:19,seed_avg3_500,log1p,weather_no_external,B_guncel,1.158566090575654,1.0144508601210422,1.6988942025307572,1.2002711231953782,42,,"{'n_trees': 500, 'seeds': (45, 59, 141), 'params': None}"
ctune_seed_avg3_deep,2026-08-21T19:07:29,seed_avg3_deep,log1p,weather_no_external,B_guncel,1.1600041758789212,1.016876884097292,1.6975624620708,1.2014509654181775,42,,"{'n_trees': 600, 'seeds': (45, 59, 141), 'params': {'num_leaves': 95, 'min_child_samples': 50, 'learning_rate': 0.04}}"
ctune_baseline_400,2026-08-21T19:07:47,baseline_400,log1p,weather_no_external,C_ara,1.3733292795769867,1.3334820371766556,1.5787222767809403,1.3915598360788242,42,,"{'n_trees': 400, 'seeds': (45,), 'params': None}"
ctune_trees_700,2026-08-21T19:08:06,trees_700,log1p,weather_no_external,C_ara,1.3737534669720102,1.3336438803958437,1.5803965861506817,1.3921016115445164,42,,"{'n_trees': 700, 'seeds': (45,), 'params': None}"
ctune_deep_leaves,2026-08-21T19:08:33,deep_leaves,log1p,weather_no_external,C_ara,1.3746690318376382,1.3353653778623962,1.5774936914808078,1.3926564520295035,42,,"{'n_trees': 600, 'seeds': (45,), 'params': {'num_leaves': 127, 'min_child_samples': 40, 'learning_rate': 0.03}}"
ctune_seed_avg3_500,2026-08-21T19:09:18,seed_avg3_500,log1p,weather_no_external,C_ara,1.3728546288158685,1.3328957995363726,1.5787717348177477,1.3911350193274512,42,,"{'n_trees': 500, 'seeds': (45, 59, 141), 'params': None}"
ctune_seed_avg3_deep,2026-08-21T19:10:20,seed_avg3_deep,log1p,weather_no_external,C_ara,1.3719941582420676,1.3319904666673168,1.5781139397855213,1.390294391883269,42,,"{'n_trees': 600, 'seeds': (45, 59, 141), 'params': {'num_leaves': 95, 'min_child_samples': 50, 'learning_rate': 0.04}}"
ctune_baseline_400,2026-08-21T19:13:43,baseline_400,log1p,weather_no_external,A_mevsim,1.344221845153405,1.0051629009386909,2.3478807872820773,1.4170526262803118,42,,"{'n_trees': 400, 'seeds': (45,), 'params': None}"
ctune_trees_700,2026-08-21T19:13:52,trees_700,log1p,weather_no_external,A_mevsim,1.3436968109027905,1.0037153140683603,2.3490627490947094,1.4166879595489332,42,,"{'n_trees': 700, 'seeds': (45,), 'params': None}"
ctune_deep_leaves,2026-08-21T19:14:05,deep_leaves,log1p,weather_no_external,A_mevsim,1.3443939938919989,1.0052464696653851,2.348271401317191,1.4172421888418216,42,,"{'n_trees': 600, 'seeds': (45,), 'params': {'num_leaves': 127, 'min_child_samples': 40, 'learning_rate': 0.03}}"
ctune_seed_avg3_500,2026-08-21T19:14:26,seed_avg3_500,log1p,weather_no_external,A_mevsim,1.3438342931792258,1.0041571829984008,2.348628719994332,1.41677223154624,42,,"{'n_trees': 500, 'seeds': (45, 59, 141), 'params': None}"
ctune_seed_avg3_deep,2026-08-21T19:14:59,seed_avg3_deep,log1p,weather_no_external,A_mevsim,1.3443592470095864,1.004862750989295,2.348922865798062,1.417269606443004,42,,"{'n_trees': 600, 'seeds': (45, 59, 141), 'params': {'num_leaves': 95, 'min_child_samples': 50, 'learning_rate': 0.04}}"
ctune_baseline_400,2026-08-21T19:15:22,baseline_400,log1p,weather_no_external,B_guncel,1.159000120243732,1.015592628988999,1.6972858434948304,1.2005184445208654,42,,"{'n_trees': 400, 'seeds': (45,), 'params': None}"
ctune_trees_700,2026-08-21T19:15:44,trees_700,log1p,weather_no_external,B_guncel,1.1585574523694366,1.014990625990204,1.6972690284893976,1.2001168098445414,42,,"{'n_trees': 700, 'seeds': (45,), 'params': None}"
ctune_deep_leaves,2026-08-21T19:16:10,deep_leaves,log1p,weather_no_external,B_guncel,1.1602494304558113,1.0175135588336115,1.696675305062361,1.201592840464392,42,,"{'n_trees': 600, 'seeds': (45,), 'params': {'num_leaves': 127, 'min_child_samples': 40, 'learning_rate': 0.03}}"
ctune_seed_avg3_500,2026-08-21T19:17:03,seed_avg3_500,log1p,weather_no_external,B_guncel,1.158566090575654,1.0144508601210422,1.6988942025307572,1.2002711231953782,42,,"{'n_trees': 500, 'seeds': (45, 59, 141), 'params': None}"
ctune_seed_avg3_deep,2026-08-21T19:18:09,seed_avg3_deep,log1p,weather_no_external,B_guncel,1.1600041758789212,1.016876884097292,1.6975624620708,1.2014509654181775,42,,"{'n_trees': 600, 'seeds': (45, 59, 141), 'params': {'num_leaves': 95, 'min_child_samples': 50, 'learning_rate': 0.04}}"
ctune_baseline_400,2026-08-21T19:18:27,baseline_400,log1p,weather_no_external,C_ara,1.3733292795769867,1.3334820371766556,1.5787222767809403,1.3915598360788242,42,,"{'n_trees': 400, 'seeds': (45,), 'params': None}"
ctune_trees_700,2026-08-21T19:18:46,trees_700,log1p,weather_no_external,C_ara,1.3737534669720102,1.3336438803958437,1.5803965861506817,1.3921016115445164,42,,"{'n_trees': 700, 'seeds': (45,), 'params': None}"
ctune_deep_leaves,2026-08-21T19:19:10,deep_leaves,log1p,weather_no_external,C_ara,1.3746690318376382,1.3353653778623962,1.5774936914808078,1.3926564520295035,42,,"{'n_trees': 600, 'seeds': (45,), 'params': {'num_leaves': 127, 'min_child_samples': 40, 'learning_rate': 0.03}}"
ctune_seed_avg3_500,2026-08-21T19:19:52,seed_avg3_500,log1p,weather_no_external,C_ara,1.3728546288158685,1.3328957995363726,1.5787717348177477,1.3911350193274512,42,,"{'n_trees': 500, 'seeds': (45, 59, 141), 'params': None}"
ctune_seed_avg3_deep,2026-08-21T19:20:53,seed_avg3_deep,log1p,weather_no_external,C_ara,1.3719941582420676,1.3319904666673168,1.5781139397855213,1.390294391883269,42,,"{'n_trees': 600, 'seeds': (45, 59, 141), 'params': {'num_leaves': 95, 'min_child_samples': 50, 'learning_rate': 0.04}}"
submit_c_tuned_seed_avg,2026-08-21T19:25:26,seed_avg3_deep,log1p,weather_no_external,submission,,,1.8749,1.3363,42,1.14554,Kaggle ref=55673114; prev C LB 1.14884; seed avg 3 deep
mo_level_shape_C_eski,2026-08-21T19:41:00,level_shape_C_eski,log1p,onestep,A_mevsim,1.1468394856307935,0.8637545678152102,2.4043173447204964,1.3644613634255984,42,,cold_rate=0.113
mo_multiorigin_C,2026-08-21T19:41:00,multiorigin_C,log1p,multiorigin,A_mevsim,1.1521614045034474,0.8650557569857765,2.423080773853852,1.372435075082324,42,,cold_rate=0.113
mo_level_shape_C_eski,2026-08-21T19:42:21,level_shape_C_eski,log1p,onestep,B_guncel,0.9842894753587476,0.7441063744513943,1.7877511949035374,1.0673524633429057,42,,cold_rate=0.157
mo_multiorigin_C,2026-08-21T19:42:21,multiorigin_C,log1p,multiorigin,B_guncel,0.936818013722173,0.667080386051383,1.7885042799750035,1.0272426848271516,42,,cold_rate=0.157
mo_level_shape_C_eski,2026-08-21T19:43:28,level_shape_C_eski,log1p,onestep,C_ara,1.2656141864529995,0.8964132802868529,2.073059860889255,1.2561177069245,42,,cold_rate=0.228
mo_multiorigin_C,2026-08-21T19:43:28,multiorigin_C,log1p,multiorigin,C_ara,1.2522282593459286,0.8721367356829675,2.072449681124908,1.2425180517620606,42,,cold_rate=0.228
mo_level_shape_C_eski,2026-08-21T19:59:47,level_shape_C_eski,log1p,onestep,A_mevsim,1.1468394856307935,0.8637545678152102,2.4043173447204964,1.3644613634255984,42,,cold_rate=0.113
mo_multiorigin_C,2026-08-21T19:59:47,multiorigin_C,log1p,multiorigin,A_mevsim,1.1674984716880723,0.887123938176725,2.4254173107250967,1.3842641341054382,42,,cold_rate=0.113
mo_level_shape_C_eski,2026-08-21T20:01:17,level_shape_C_eski,log1p,onestep,B_guncel,0.9842894753587476,0.7441063744513943,1.7877511949035374,1.0673524633429057,42,,cold_rate=0.157
mo_multiorigin_C,2026-08-21T20:01:17,multiorigin_C,log1p,multiorigin,B_guncel,0.931872055315936,0.6593048593893301,1.7875263618400936,1.022949009987299,42,,cold_rate=0.157
mo_level_shape_C_eski,2026-08-21T20:02:35,level_shape_C_eski,log1p,onestep,C_ara,1.2656141864529995,0.8964132802868529,2.073059860889255,1.2561177069245,42,,cold_rate=0.228
mo_multiorigin_C,2026-08-21T20:02:35,multiorigin_C,log1p,multiorigin,C_ara,1.2367108551130783,0.8436095751635796,2.071543107498361,1.2267516122176996,42,,cold_rate=0.228
lb_pool_rank,2026-08-31T12:42:49,lb_algebra_ridge,log1p,pool16,lb_public,1.01548,,,1.01329,42,,turetilmis harmanlar cikarildi; kosul 1.4e15->1.45e3; lambda/tr=0.003 Monte Carlo; garanti kazanc +0.00219
probe_Q_COMBO,2026-08-31T12:42:49,grup_profil+d364+SVD8,log1p,agacsiz,lb_public,1.33324,,,1.01329,42,1.33324,"izdusum R2=0.58 ||D_dik||=0.56 ama <e0,D_dik>=+0.00093; dik bilesenin kazanci 0.000003 MSE = SIFIR"
zero_floor_B,2026-08-31T12:42:49,tanisal,log1p,gecmis_p,B_guncel,0.7017,,,0.5051,42,,sifir belirsizliginin bedeli 0.2373 MSE = hatanin %48'i; surpriz sifir 970 satir tek basina 0.129 MSE
zero_floor_A,2026-08-31T12:42:49,tanisal,log1p,gecmis_p,A_mevsim,0.8656,,,0.7058,42,,sifir belirsizliginin bedeli 0.2511 MSE = hatanin %34'u
id_adjacency,2026-08-31T12:42:49,kimlik_kNN,log1p,tanim_sayisal,entity_holdout_30,,,,,42,,komsu kimlik %88 ayni ilce (rastgele %9) ama seviye tasimiyor; OOS R2 0.0186 vs band+ilce 0.0144; log(guc) sonrasi lokasyon cold seviyenin %1.4'unu acikliyor -> cold tavani gercek
